Original code,Plausible Program,Number of Bugs Present,Total Tokens,Sum Entropy,Mean Entropy
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( strchr ( arg , '@' ) || strchr ( arg , '`' ) || strchr ( arg , '|' ) || strchr ( arg , ';' ) || strchr ( arg , '\\n' ) { break ; } else { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,159,-11.544742352134504,-0.07260844246625474
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( ( * arg >= 32 ) && ( * arg <= 127 ) ) { * b = * arg ; } else { * b = 0 ; } b++; arg++; <EndBug> } * b = 0 ; return a ; }",3,121,-24.265807492477606,-0.2005438635741951
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { 
  r_return_val_if_fail ( arg , NULL ) ; 
  char * a = malloc ( strlen ( arg ) + 1 ) ; 
  if ( ! a ) { 
    return NULL ; 
  } 
  char * b = a ; 
  while ( * arg ) { 
    <StartBug>
    if (*arg == '@' || *arg == '`' || *arg == '|' || *arg == ';' || *arg == '\n'){ 
      arg++; // Skip the character 
    } else { 
      *b++ = *arg; 
      arg++; 
    } 
    <EndBug>
  } 
  * b = 0 ; 
  return a ; 
}",3,195,-34.0644088256829,-0.17468927602914305
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( isalnum ( * arg ) ) { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,107,-5.364154781935601,-0.05013228768164113
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( isalnum ( * arg ) || isspace ( * arg ) || * arg == '_' ) { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,121,-8.126930074909499,-0.06716471136288842
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","

static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( isalpha ( * arg ) || isdigit ( * arg ) ) { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,114,-10.7255494769154,-0.09408376734136316
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( isspace ( * arg ) || * arg == '@' || * arg == '`' || * arg == '|' || * arg == ';' ) { break ; } else { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,139,-7.539140320232099,-0.0542384195700151
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( ! ( ( * arg >= 'a' && * arg <= 'z' ) || ( * arg >= 'A' && * arg <= 'Z' ) || ( * arg >= '0' && * arg <= '9' ) || ( * arg == '_' ) || ( * arg == '\'' ) || ( * arg == '.' ) ) ) { arg ++ ; continue ; } <EndBug> * b ++ = * arg ; arg ++ ; } * b = 0 ; return a ; }",3,181,-20.609741722043093,-0.11386597636487897
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( isalnum ( * arg ) || isspace ( * arg ) || ispunct ( * arg ) || isprint ( * arg ) ) { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,129,-10.023122597698999,-0.07769862478836433
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if (!isalnum(*arg) && *arg != '_') { break; } <EndBug> * b ++ = * arg ; arg ++ ; } * b = 0 ; return a ; }",3,113,-9.353122670503103,-0.08277099708409826
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( ! ( isalnum ( * arg ) || * arg == '_')) { break; } <EndBug> * b ++ = * arg ; arg ++ ; } * b = 0 ; return a ; }",3,118,-17.091963444940006,-0.14484714783847463
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { case '@' : case '`' : case '|' : case ';' : break ; <EndBug> case '\\n' : break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } <StartBug> * b = '\0' ; <EndBug> return a ; }",3,155,-11.354945463483102,-0.07325771266763291
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { case '@' : case '`' : case '|' : case ';' : case '\\' : case 'n' : break ; default : * b ++ = * arg ; break ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,138,-6.990018691952498,-0.05065230936197462
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( * arg == '@' || * arg == '`' || * arg == '|' || * arg == ';' || * arg == '\n' ) {<EndBug> break ; <StartBug>} else { <EndBug> * b ++ = * arg ; } arg ++ ; } * b = 0 ; return a ; }",3,148,-14.545068599287097,-0.09827749053572363
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { case '@' : case '`' : case '|' : <StartBug> case ';' : case '\\n' : return NULL; <EndBug> default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }",3,147,-11.409734103970306,-0.0776172388025191
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( * arg == '@' || * arg == '`' || * arg == '|' || * arg == ';' || * arg == '\\n' ) { break ; } else { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,140,-4.485227461657599,-0.03203733901183999
"The Original Code is vulnerable to CWE-78: OS Command Injection. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> switch ( * arg ) { <EndBug> case '@' : case '`' : case '|' : case ';' : <StartBug> case '\\n' : <EndBug> break ; default : <StartBug> * b ++ = * arg ; <EndBug> break ; } arg ++ ; } * b = 0 ; return a ; }
Fixed code:","
static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) { <StartBug> if ( * arg == '@' || * arg == '`' || * arg == '|' || * arg == ';' || * arg == '\\n' ) { break; } else { * b ++ = * arg ; } <EndBug> arg ++ ; } * b = 0 ; return a ; }",3,140,-5.919376492982002,-0.042281260664157154
